title,summary,url,source,publication_date
"iVoomi S1 Lite e-scooter launched at Rs 84,999: 180 km range, three-year warranty!","SUVs under Rs 10 lakh with largest boot space: Kia Sonet to Tata Curvv ​Affordable electric cars and SUVs under Rs 15 lakh: New Nexon EV, MG Windsor and more Fuel-efficient CNG SUVs in India under Rs 15 lakh: Tata Nexon to Toyota Hyryder CNG",https://timesofindia.indiatimes.com/auto/electric-bikes/ivoomi-s1-lite-e-scooter-launched-at-rs-84999-180-km-range-three-year-warranty/articleshow/113817843.cms,Times of India,2024-09-30
"Nissan Magnite facelift booking, delivery details revealed: Everything you need to know","Mercedes-Benz E-Class launch on 9th Oct: Future Plans revealed | TOI Auto SUVs under Rs 10 lakh with largest boot space: Kia Sonet to Tata Curvv ​Affordable electric cars and SUVs under Rs 15 lakh: New Nexon EV, MG Windsor and more",https://timesofindia.indiatimes.com/auto/cars/nissan-magnite-facelift-booking-delivery-details-revealed-everything-you-need-to-know/articleshow/113803103.cms,Times of India,2024-09-30
1210 Techniques to Boost Memory and Learning Speed for Students,"Sep 30, 2024 Discover 10 unique techniques to boost your memory and learning speed. From teaching others to practicing mindfulness, these strategies can help you become a more effective learner. Image Source:  Canva",https://timesofindia.indiatimes.com/education/web-stories/10-techniques-to-boost-memory-and-learning-speed-for-students/photostory/113812949.cms,Times of India,2024-09-30
AFCAT 02/2024 Results Announced at afcat.cdac.in: Check Direct Link Here,"Sanjay Sharma is a seasoned journalist with over two decades of experience in the media industry. Currently serving as Assistant Editor - Education at TimesofIndia.com, he specializes in education-related content, including board results, job notifications, and studying abroad. Since joining TOI in 2006, he has played a pivotal role in expanding the platform’s digital presence and spearheading major education events. Previously, Sanjay held leadership positions in sports journalism, covering high-profile events such as the Cricket World Cup and Olympics. He holds a PG Diploma in Journalism from Bharatiya Vidya Bhawan and is proficient in various content management systems.Read More 9 Timeless Skills That Will Always Be in Demand 9 Advantages of Nighttime Studying for Students​",https://timesofindia.indiatimes.com/education/news/afcat-02/2024-results-announced-at-afcat-cdac-in-check-direct-link-here/articleshow/113804080.cms,Times of India,2024-09-30
'Crucial to prevent regional escalation': PM Modi speaks to Netanyahu,Video content available.,https://timesofindia.indiatimes.com/world/middle-east/israel-hezbollah-war-news-live-updates-israeli-air-strikes-lebanon-killed-hassan-nasrallah-beirut-hezbollah-new-cheif-hashem-safieddine-iran-ayatollah-ali-khamenei/liveblog/113791649.cms,Times of India,2024-09-30
'Fanatic theocrats leading you to abyss': Netanyahu warns Iranians,Video content available.,https://timesofindia.indiatimes.com/world/middle-east/iran-will-be-free-soon-netanyahu-tells-persians-amid-air-strikes-on-lebanon/articleshow/113821038.cms,Times of India,2024-09-30
Why Hezbollah leader Hassan Nasrallah's killing is the tipping point,Video content available.,https://timesofindia.indiatimes.com/world/middle-east/a-killing-a-tipping-point/articleshow/113790840.cms,Times of India,2024-09-30
Doctor leaves surgical needle inside head of girl,Video content available.,https://timesofindia.indiatimes.com/city/meerut/surgeon-leaves-surgical-needle-in-girls-head-in-uttar-pradesh/articleshow/113822438.cms,Times of India,2024-09-30
'Gadkari's advice to investors reveals fiscal crisis in Maha',Video content available.,https://timesofindia.indiatimes.com/city/pune/maharashtras-fiscal-crisis-revealed-by-gadkaris-investor-advice-supriya-sules-warning/articleshow/113822133.cms,Times of India,2024-09-30
"SA20 Auction: Players, squads, date - everything you need to know",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/news/sa20-auction-players-purse-remaining-squads-date-everything-you-need-to-know/articleshow/113820446.cms,Times of India,2024-09-30
Stock trading is the new gambling as youth fall for lure of easy money,Video content available.,https://timesofindia.indiatimes.com/india/stock-trading-becomes-the-new-gambling-as-youngsters-fall-for-lure-of-easy-money/articleshow/113767832.cms,Times of India,2024-09-30
‘Not abla nari’: Ritu Rathee amidst rumours with YouTuber Gaurav Taneja,Video content available.,https://timesofindia.indiatimes.com/technology/social/i-am-not-a-abla-nari-ritu-rathee-amidst-rumours-with-youtuber-gaurav-taneja/articleshow/113805555.cms,Times of India,2024-09-30
'Keep God out of politics': SC reprimands Andhra govt over Tirupati laddu row,Video content available.,https://timesofindia.indiatimes.com/india/why-go-to-press-what-sc-told-andhra-govt-on-tirupati-laddu-row/articleshow/113814437.cms,Times of India,2024-09-30
IIMK Advanced Strategic Management Programme,Video content available.,https://timesofindia.indiatimes.com/spotlight/transform-your-leadership-skills-with-iim-kozhikodes-advanced-strategic-management-programme/articleshow/113803528.cms,Times of India,2024-09-30
"Flipkart Big Billion Days! Sony Bravia 2 43"" 4K Smart TV at ₹36,999* Only",Video content available.,https://www.flipkart.com/sony-bravia-2-108-cm-43-inch-ultra-hd-4k-led-smart-google-tv-2024/p/itm02f057ffc49f6?pid=TVSHYP2EXEG8Q6TP&cmpid=socialorg_TOI_TV_SONY,Times of India,2024-09-30
Tanya Khanijow explores Milan,Video content available.,https://timesofindia.indiatimes.com/spotlight/explore-milans-artistic-soul-with-tanya-khanijow-and-local-art-expert-elisabetta-roncati/articleshow/113805769.cms,Times of India,2024-09-30
UK's 8-year-old photographer spots rare pink grasshopper; video goes viral,Video content available.,https://timesofindia.indiatimes.com/world/uk/uks-8-year-old-photographer-spots-rare-pink-grasshopper-video-goes-viral/articleshow/113822489.cms,Times of India,2024-09-30
"No govt counsel, SC hearing on NEET-PG deferred to October 4",Video content available.,https://timesofindia.indiatimes.com/education/news/neet-pg-supreme-court-hearing-deferred-due-to-absence-of-government-counsel-new-hearing-likely-on-october-4/articleshow/113817853.cms,Times of India,2024-09-30
How hackers are ‘using’ Apple and Microsoft to scam people online,Video content available.,https://timesofindia.indiatimes.com/technology/tech-news/how-hackers-are-using-apple-and-microsoft-to-scam-people-online/articleshow/113814278.cms,Times of India,2024-09-30
Amazon Sale: Gaming Laptops At Up To 50% Discount & Additional Exchange Offers,Video content available.,https://timesofindia.indiatimes.com/hot-picks/electronics-accessories/amazon-sale-gaming-laptops-at-up-to-50-discount-additional-exchange-offers/articleshow/113815297.cms,Times of India,2024-09-30
'My life back on track': Dalit student thanks SC for 'extraordinary' relief,Video content available.,https://timesofindia.indiatimes.com/india/all-the-best-sc-orders-iit-dhanbad-to-admit-dalit-youth-who-lost-seat-over-rs-17k-fees-atul-kumar-supreme-court/articleshow/113815376.cms,Times of India,2024-09-30
ED books K'taka CM in money-laundering case linked to Muda 'scam',Video content available.,https://timesofindia.indiatimes.com/india/karnataka-cm-siddaramaiah-booked-in-muda-linked-money-laundering-case-by-ed/articleshow/113820145.cms,Times of India,2024-09-30
Govt notifies latest post office schemes interest rates - check list,Video content available.,https://timesofindia.indiatimes.com/business/india-business/post-office-small-savings-schemes-latest-interest-rates-october-december-2024-ppf-ssy-scss-nsc-kisan-vikas-details/articleshow/113804507.cms,Times of India,2024-09-30
"2nd Test, Day 4: India's batting lights up rain-hit B'desh clash",Video content available.,https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/2nd-test-day-4-highlights-records-tumble-as-indias-batting-lights-up-rain-hit-bangladesh-clash/articleshow/113819409.cms,Times of India,2024-09-30
'Pension will go into pocket of ...': Rahul sharpens attack against Agnipath scheme,Video content available.,https://timesofindia.indiatimes.com/india/agniveer-to-snatch-pensions-rahul-gandhi-says-govt-wants-to-benefit-adani/articleshow/113816190.cms,Times of India,2024-09-30
Tata to build DRDO-developed armoured vehicles for Morocco armed forces,Video content available.,https://timesofindia.indiatimes.com/india/tata-to-build-drdo-developed-armoured-vehicles-for-morocco-armed-forces/articleshow/113816744.cms,Times of India,2024-09-30
Kremlin Warns Israel After Nasrallah Assassination; 'Extremely High Risk Of Major War' | Hezbollah,Video content available.,https://timesofindia.indiatimes.com/videos/international/kremlin-warns-israel-after-nasrallah-assassination-extremely-high-risk-of-major-war-hezbollah/videoshow/113821366.cms,Times of India,2024-09-30
'E-mails At 5 AM': Meghan Markle's Staff Share Other Side Of The 'Dictator' Story,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/e-mails-at-5am-meghan-markles-staff-share-other-side-of-the-dictator-story/videoshow/113818972.cms,Times of India,2024-09-30
Bhuvan Bam's Unfiltered On His Journey: Internet Sensation to Actor; All About Taaza Khabar Season 2,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/bhuvan-bams-unfiltered-on-his-journey-internet-sensation-to-actor-all-about-taaza-khabar-season-2/videoshow/113821644.cms,Times of India,2024-09-30
'Hezbollah Will Fight Long War': Nasrallah's Deputy Warns Israel In 1st Speech Since Killing | Watch,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-will-fight-long-war-nasrallahs-deputy-warns-israel-in-1st-speech-since-killing-watch/videoshow/113820412.cms,Times of India,2024-09-30
Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-pounds-israeli-towns-after-nasrallahs-body-recovered-idf-also-reports-drone-strike/videoshow/113816925.cms,Times of India,2024-09-30
Swiggy Instamart launches 24/7 free delivery service in these cities,Video content available.,https://timesofindia.indiatimes.com/technology/tech-news/swiggy-instamart-launches-24/7-free-delivery-service-in-these-cities/articleshow/113817311.cms,Times of India,2024-09-30
Malabar Group Chairman: Insights on gold purity,Video content available.,https://timesofindia.indiatimes.com/spotlight/purity-and-sanctity-in-gold-insights-from-malabar-group-chairman-m-p-ahammed/articleshow/113526656.cms,Times of India,2024-09-30
Explained: A new kind of battery that will charge your phone/car faster,Video content available.,https://timesofindia.indiatimes.com/india/silicon-carbon-batteries-have-arrived-in-phones-are-they-any-good/articleshow/113780277.cms,Times of India,2024-09-30
"Why Modi's US visit was about tech, trade, trust",Video content available.,https://timesofindia.indiatimes.com/india/delaware-dundee-tech-trade-and-trust/articleshow/113790970.cms,Times of India,2024-09-30
Kashmir’s ‘X factor’: Is he only a vote cutter or is he the real deal?,Video content available.,https://timesofindia.indiatimes.com/india/kashmir-and-an-x-factor-called-engineer-rashid/articleshow/113779456.cms,Times of India,2024-09-30
Hisense E6N Smart TV Review: Solid performance at affordable price,Video content available.,https://timesofindia.indiatimes.com/technology/reviews/hisense-e6n-smart-tv-review-solid-performance-at-affordable-price/articleshow/113819920.cms,Times of India,2024-09-30
Flipkart Sale: Style Your Hair With The Best Products & Get Affordable Use SuperCoins and Extra Rs. 200 Off,Video content available.,https://timesofindia.indiatimes.com/hot-picks/health-beauty/flipkart-sale-style-your-hair-with-the-best-products-get-affordable-use-supercoins-and-extra-rs-200-off/articleshow/113822280.cms,Times of India,2024-09-30
Fake job alert: 5 things to check before accepting an overseas job offer,Video content available.,https://timesofindia.indiatimes.com/education/news/fake-job-alert-5-things-to-check-before-accepting-an-overseas-job-offer/articleshow/113820309.cms,Times of India,2024-09-30
Om Puri's wife slams controversial claims in his book,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/nandita-puri-slams-controversial-claims-in-om-puris-autobiography/articleshow/113822213.cms,Times of India,2024-09-30
Sobhita to introduce her co-star as Avengers,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sobhita-dhulipala-says-this-is-how-she-is-going-to-introduce-her-ponniyin-selvan-co-stars-aishwarya-rai-jayam-ravi-and-karthi-to-her-kids/articleshow/113821675.cms,Times of India,2024-09-30
Alia exudes elegance on the sets of Kareena's show,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/watch-alia-bhatt-exudes-elegance-as-shes-all-set-to-join-kareena-kapoor-on-her-show/articleshow/113820579.cms,Times of India,2024-09-30
Then and Now: Vicky's pic with SRK goes viral,Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/then-and-now-vicky-kaushals-childhood-photo-with-shah-rukh-khan-on-asoka-sets-goes-viral/articleshow/113818040.cms,Times of India,2024-09-30
Laughter Chefs: Top moments from the the recent episode,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/laughter-chefs-from-bharti-singh-krushna-abhishek-getting-emotional-to-nia-sharma-getting-teary-eyed-on-missing-sudesh-lehri-top-moments-from-the-last-episode/photostory/113813671.cms,Times of India,2024-09-30
"5 signs of a master manipulator, as per psychology",Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/love-sex/5-signs-of-a-master-manipulator-as-per-psychology/photostory/113761586.cms,Times of India,2024-09-30
5 traditional Indian hair oils for hair growth,Video content available.,https://timesofindia.indiatimes.com/life-style/beauty/5-traditional-indian-hair-oils-for-hair-growth/photostory/112711210.cms,Times of India,2024-09-30
Bigg Boss Kannada 11: Full and final list of contestants,Video content available.,https://timesofindia.indiatimes.com/tv/news/kannada/bigg-boss-kannada-11-contestants-list-with-photos-confirmed-list-of-contestants-of-bigg-boss-kannada-season-11-host-by-kiccha-sudeep/photostory/113779688.cms,Times of India,2024-09-30
Here's a simple recipe of Garlic Oil to promote Hair Growth,Video content available.,https://timesofindia.indiatimes.com/life-style/beauty/web-stories/heres-a-simple-recipe-of-garlic-oil-to-promote-hair-growth/photostory/113728460.cms,Times of India,2024-09-30
From Golla getting his first seat on the flight to missing the last cable car in Interlaken; A look at Bharti Singh and Haarsh Limbachiyaa's first Europe Trip with their little munchkin,Video content available.,https://timesofindia.indiatimes.com/tv/news/hindi/from-golla-getting-his-first-seat-on-the-flight-to-missing-the-last-cable-car-in-interlaken-a-look-at-bharti-singh-and-haarsh-limbachiyaas-first-europe-trip-with-their-little-munchkin/photostory/113790237.cms,Times of India,2024-09-30
5 sneakers you should stay away from; a Nike shoe is also on the list!,Video content available.,https://timesofindia.indiatimes.com/life-style/fashion/style-guide/5-sneakers-you-should-stay-away-from-a-nike-shoe-is-also-on-the-list/photostory/113701195.cms,Times of India,2024-09-30
Top tips to boost learning speed and enhance memory,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/web-stories/top-tips-to-boost-learning-speed-and-enhance-memory/photostory/113655945.cms,Times of India,2024-09-30
5 body language tips to appear more confident,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/work/5-body-language-tips-to-appear-more-confident/photostory/113734962.cms,Times of India,2024-09-30
Top 5 Indian states with the highest per capita income,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/top-5-indian-states-with-the-highest-per-capita-income/photostory/113702028.cms,Times of India,2024-09-30
Do you know who was the first self-funded female space tourist to visit ISS,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/do-you-know-who-was-the-first-self-funded-female-space-tourist-to-visit-iss/articleshow/113815800.cms,Times of India,2024-09-30
International Coffee Day 2024: Explore the global celebration of uniting all the coffee lovers,Video content available.,https://timesofindia.indiatimes.com/life-style/food-news/international-coffee-day-2024-explore-the-global-celebration-of-uniting-all-the-coffee-lovers/articleshow/113814867.cms,Times of India,2024-09-30
"Gandhi Jayanti 2024: History, Significance, Facts, Celebration and all you need to know",Video content available.,https://timesofindia.indiatimes.com/life-style/events/gandhi-jayanti-2024-history-significance-facts-celebration-and-all-you-need-to-know/articleshow/113812859.cms,Times of India,2024-09-30
Second Mpox case in Kerala triggers Health Ministry alerts; essential dos and don’ts for managing Mpox,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/second-mpox-case-in-kerala-triggers-health-ministry-alerts-essential-dos-and-donts-for-managing-mpox/articleshow/113810206.cms,Times of India,2024-09-30
NASA found a planet made of diamond that is 9 times bigger than the Earth,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/nasa-found-a-planet-made-of-diamond-that-is-9-times-bigger-than-the-earth/articleshow/113809647.cms,Times of India,2024-09-30
7 cutest birds in the world you need to know about,Video content available.,https://timesofindia.indiatimes.com/etimes/trending/7-cutest-birds-in-the-world-you-need-to-know-about/articleshow/113803393.cms,Times of India,2024-09-30
'E-mails At 5 AM': Meghan Markle's Staff Share Other Side Of The 'Dictator' Story,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/e-mails-at-5am-meghan-markles-staff-share-other-side-of-the-dictator-story/videoshow/113818972.cms,Times of India,2024-09-30
'E-mails At 5 AM': Meghan Markle's Staff Share Other Side Of The 'Dictator' Story,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/e-mails-at-5am-meghan-markles-staff-share-other-side-of-the-dictator-story/videoshow/113818972.cms,Times of India,2024-09-30
Selena Gomez Schooled By Netizens For Posting 'Private Video' On Internet,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/selena-gomez-schooled-by-netizens-for-posting-private-video-on-internet/videoshow/113811790.cms,Times of India,2024-09-30
Good Fridae Speaks Out: Shocking Claims About Diddy's Secret 'Freak Off' Parties,Video content available.,https://timesofindia.indiatimes.com/videos/entertainment/english/good-fridae-speaks-out-shocking-claims-about-diddys-secret-freak-off-parties/videoshow/113810901.cms,Times of India,2024-09-30
Bhuvan Bam's Unfiltered On His Journey: Internet Sensation to Actor; All About Taaza Khabar Season 2,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/bhuvan-bams-unfiltered-on-his-journey-internet-sensation-to-actor-all-about-taaza-khabar-season-2/videoshow/113821644.cms,Times of India,2024-09-30
Natasa Stankovic & Aleksandar Ilic Spark Dating Rumours with Fun Goa Pool Outing; Internet Reacts,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/natasa-stankovic-aleksandar-ilic-spark-dating-rumours-with-fun-goa-pool-outing-internet-reacts/videoshow/113816640.cms,Times of India,2024-09-30
Shah Rukh Khan's Heartfelt Speech on Gauri & ‘Tough Times’ At IIFA 2024 Wins Hearts,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/shah-rukh-khans-heartfelt-speech-on-gauri-tough-times-at-iifa-2024-wins-hearts/videoshow/113810246.cms,Times of India,2024-09-30
Campaign for J&K’s final phase ends,Video content available.,https://timesofindia.indiatimes.com/city/jammu/campaign-for-jks-final-phase-ends/articleshow/113793343.cms,Times of India,2024-09-30
"BJP expels ex-minister, 7 other rebels in Haryana",Video content available.,https://timesofindia.indiatimes.com/city/chandigarh/bjp-expels-ex-minister-7-other-rebels-in-haryana/articleshow/113794431.cms,Times of India,2024-09-30
"Kharge falls ill during rally, PM calls up to wish him recovery",Video content available.,https://timesofindia.indiatimes.com/india/kharge-falls-ill-during-rally-pm-calls-up-to-wish-him-recovery/articleshow/113797688.cms,Times of India,2024-09-30
"Mufti calls off campaign over Nasrallah death, BJP hits back",Video content available.,https://timesofindia.indiatimes.com/india/mufti-calls-off-campaign-over-nasrallah-death-bjp-hits-back/articleshow/113797787.cms,Times of India,2024-09-30
"Dizziness on J&K dais halts Kharge speech, says won't die before ousting Modi",Video content available.,https://timesofindia.indiatimes.com/india/dizziness-on-jk-dais-halts-kharge-speech-says-wont-die-before-ousting-modi/articleshow/113792563.cms,Times of India,2024-09-30
J&K set to get a majority BJP government for 1st time: PM Modi,Video content available.,https://timesofindia.indiatimes.com/india/jk-set-to-get-a-majority-bjp-government-for-1st-time-pm-modi/articleshow/113773962.cms,Times of India,2024-09-30
Zoon to zyeun: How Iltija's PDP slogan has been adopted by NC,Video content available.,https://timesofindia.indiatimes.com/india/zoon-to-zyeun-how-iltijas-pdp-slogan-has-been-adopted-by-nc/articleshow/113776395.cms,Times of India,2024-09-30
PM Modi cites surgical strikes to mount attack against Congress,Video content available.,https://timesofindia.indiatimes.com/india/pm-modi-cites-surgical-strikes-to-mount-attack-against-congress/articleshow/113776542.cms,Times of India,2024-09-30
BJP slams Rahul for Ayodhya event remark,Video content available.,https://timesofindia.indiatimes.com/india/bjp-slams-rahul-for-ayodhya-event-remark/articleshow/113776781.cms,Times of India,2024-09-30
HC notice to ED over non-arrest of Haryana MLA,Video content available.,https://timesofindia.indiatimes.com/city/chandigarh/hc-notice-to-ed-over-non-arrest-of-hry-mla/articleshow/113752597.cms,Times of India,2024-09-30
“Do I go back to WWE?”: Is an epic comeback on the horizon for Matt Cardona?,Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/matt-cardona-contemplates-major-wrestling-comeback-wwe-or-aew/articleshow/113823029.cms,Times of India,2024-09-30
WWE Superstar CM Punk responds to the passing of legendary singer Kris Kristofferson,Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/wwe-superstar-cm-punk-responds-to-the-passing-of-legendary-singer-kris-kristofferson/articleshow/113822991.cms,Times of India,2024-09-30
"""It has changed under Triple H"": Former WWE host shares insights on Triple H's impact on the company",Video content available.,https://timesofindia.indiatimes.com/sports/wwe/top-stories/triple-hs-transformative-leadership-in-wwe-a-new-era-for-talent-and-work-life-balance/articleshow/113822664.cms,Times of India,2024-09-30
“Who’s got it better than us?” John Harbaugh’s father steals the spotlight with fiery postgame speech,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/whos-got-it-better-than-us-john-harbaughs-father-steals-the-spotlight-with-fiery-postgame-speech/articleshow/113810986.cms,Times of India,2024-09-30
“That's on me”: The New York Jets’ Aaron Rodgers blames himself for the team's loss against Bo Nix and the Denver Broncos,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/thats-on-me-the-new-york-jets-aaron-rodgers-blames-himself-for-the-teams-loss-against-bo-nix-and-the-denver-broncos/articleshow/113803152.cms,Times of India,2024-09-30
49ers' Christian McCaffrey aims for November comeback after Achilles treatment in Germany,Video content available.,https://timesofindia.indiatimes.com/sports/nfl/news/49ers-christian-mccaffrey-aims-for-november-comeback-after-achilles-treatment-in-germany/articleshow/113808512.cms,Times of India,2024-09-30
Pro-Khalistan preacher Amritpal Singh's backers to form political party,Video content available.,https://timesofindia.indiatimes.com/city/amritsar/pro-khalistani-preacher-amritpals-backers-to-form-political-party/articleshow/113807149.cms,Times of India,2024-09-30
"Solar Eclipse 2024: Date, Time, Significance of 'Ring of Fire'",Video content available.,https://timesofindia.indiatimes.com/astrology/planets-transits/solar-eclipse-2024-date-time-significance-of-ring-of-fire/articleshow/113800997.cms,Times of India,2024-09-30
"Pisces Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/pisces-horoscope-for-october-love-health-and-wealth-insights/articleshow/113812252.cms,Times of India,2024-09-30
"Aquarius Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/aquarius-horoscope-for-october-love-health-and-wealth-insights/articleshow/113812131.cms,Times of India,2024-09-30
"Capricorn Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/capricorn-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811864.cms,Times of India,2024-09-30
"Sagittarius Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/sagittarius-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811680.cms,Times of India,2024-09-30
"Scorpio Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/scorpio-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811565.cms,Times of India,2024-09-30
5 simple tips to prevent snoring,Video content available.,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/5-simple-tips-to-prevent-snoring/articleshow/113813559.cms,Times of India,2024-09-30
Celebs who didn't dress to impress at Abu Dhabi,Video content available.,https://timesofindia.indiatimes.com/life-style/fashion/web-stories/aishwarya-rai-to-ananya-panday-celebs-who-didnt-dress-to-impress-at-abu-dhabi/photostory/113816615.cms,Times of India,2024-09-30
5 women share experiences of sexual harassment at the workplace,Video content available.,https://timesofindia.indiatimes.com/life-style/relationships/work/5-women-share-experiences-of-sexual-harassment-at-the-workplace-and-how-they-dealt-with-it/articleshow/113772642.cms,Times of India,2024-09-30
Haldi water vs lemon water: Which is best for skin?,Video content available.,https://timesofindia.indiatimes.com/life-style/beauty/haldi-water-vs-lemon-water-which-is-best-if-you-want-a-glowing-skin/articleshow/113817428.cms,Times of India,2024-09-30
10 baby girl names that sound royal,Video content available.,https://timesofindia.indiatimes.com/life-style/parenting/web-stories/10-baby-girl-names-that-sound-royal/photostory/113820456.cms,Times of India,2024-09-30
10 delicious Indian dishes that can be made with raw banana,Video content available.,https://recipes.timesofindia.com/web-stories/10-delicious-indian-dishes-that-can-be-made-with-raw-banana/photostory/113817198.cms,Times of India,2024-09-30
From Kullu ka Dussehra to Dilli ki Diwali: October festivals and places to travel to witness them,Video content available.,https://timesofindia.indiatimes.com/travel/destinations/from-kullu-ka-dussehra-to-dilli-ki-diwali-october-festivals-and-places-to-travel-to-witness-them/articleshow/113816517.cms,Times of India,2024-09-30
"Libra Horoscope for October: Love, health, and wealth insights",Video content available.,https://timesofindia.indiatimes.com/astrology/horoscope/libra-horoscope-for-october-love-health-and-wealth-insights/articleshow/113811453.cms,Times of India,2024-09-30
9 things that make Areca Palm the perfect indoor plant,Video content available.,https://timesofindia.indiatimes.com/life-style/home-garden/web-stories/9-things-that-make-areca-palm-the-perfect-indoor-plant/photostory/113804904.cms,Times of India,2024-09-30
'Hezbollah Will Fight Long War': Nasrallah's Deputy Warns Israel In 1st Speech Since Killing | Watch,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-will-fight-long-war-nasrallahs-deputy-warns-israel-in-1st-speech-since-killing-watch/videoshow/113820412.cms,Times of India,2024-09-30
'Hezbollah Will Fight Long War': Nasrallah's Deputy Warns Israel In 1st Speech Since Killing | Watch,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-will-fight-long-war-nasrallahs-deputy-warns-israel-in-1st-speech-since-killing-watch/videoshow/113820412.cms,Times of India,2024-09-30
Hezbollah Pounds Israeli Towns After Nasrallah's Body Recovered; IDF Also Reports Drone Strike,Video content available.,https://timesofindia.indiatimes.com/videos/international/hezbollah-pounds-israeli-towns-after-nasrallahs-body-recovered-idf-also-reports-drone-strike/videoshow/113816925.cms,Times of India,2024-09-30
Houthis 'Retaliate' To Israel's Yemen Bombardment; Drone Fired Towards Karish Gas Field | Watch,Video content available.,https://timesofindia.indiatimes.com/videos/international/houthis-retaliate-to-israels-yemen-bombardment-drone-fired-towards-karish-gas-field-watch/videoshow/113816786.cms,Times of India,2024-09-30
Diljit Makes Pakistani Fan's Night at Manchester Concert; Special Interaction Goes Viral,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/diljit-makes-pakistani-fans-night-at-manchester-concert-special-interaction-goes-viral/videoshow/113811242.cms,Times of India,2024-09-30
"Russian Missiles, 73 Drones Slam Into Kyiv For Over 5 Hours Before Putin's Address | Watch",Video content available.,https://timesofindia.indiatimes.com/videos/international/russian-missiles-73-drones-slam-into-kyiv-for-over-5-hours-before-putins-address-watch/videoshow/113814013.cms,Times of India,2024-09-30
Kangana Ranaut's New ₹3 Crore Luxury Car Raises Questions,Video content available.,https://timesofindia.indiatimes.com/videos/etimes/bollywood/kangana-ranauts-new-3-crore-luxury-car-raises-questions/videoshow/113791269.cms,Times of India,2024-09-30
"Kalki Koechlin shares her unconventional breakup tactics: 'I would sleep with someone else and tell my boyfriend, so he would break up with me'",Video content available.,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kalki-koechlin-shares-her-unconventional-breakup-tactics-i-would-sleep-with-someone-else-and-tell-my-boyfriend-so-he-would-break-up-with-me/articleshow/113789413.cms,Times of India,2024-09-30
When Samantha Ruth Prabhu confessed she would not forget anything from her relationship with Naga Chaitanya: 'Everything taught me something in life',Video content available.,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/when-samantha-ruth-prabhu-confessed-she-would-not-forget-anything-from-her-relationship-with-naga-chaitanya-everything-taught-me-something-in-life/articleshow/113678504.cms,Times of India,2024-09-30
